CountryName,CountryCode,RegionName,RegionCode,Date,H2_Testing.policy
Angola,AGO,,,20200104,0
Angola,AGO,,,20200105,0
Angola,AGO,,,20200106,0
Angola,AGO,,,20200107,0
Angola,AGO,,,20200108,0
Angola,AGO,,,20200109,0
Angola,AGO,,,20200110,0
Angola,AGO,,,20200111,0
Angola,AGO,,,20200112,0
Angola,AGO,,,20200113,0
Angola,AGO,,,20200114,0
Angola,AGO,,,20200115,0
Angola,AGO,,,20200116,0
Angola,AGO,,,20200117,0
Angola,AGO,,,20200118,0
Angola,AGO,,,20200119,0
Angola,AGO,,,20200120,0
Angola,AGO,,,20200121,0
Angola,AGO,,,20200122,0
Angola,AGO,,,20200123,0
Angola,AGO,,,20200124,0
Angola,AGO,,,20200125,0
Angola,AGO,,,20200126,0
Angola,AGO,,,20200127,0
Angola,AGO,,,20200128,0
Angola,AGO,,,20200129,0
Angola,AGO,,,20200130,0
Angola,AGO,,,20200131,0
Angola,AGO,,,20200201,0
Angola,AGO,,,20200202,0
Angola,AGO,,,20200203,0
Angola,AGO,,,20200204,0
Angola,AGO,,,20200205,0
Angola,AGO,,,20200206,0
Angola,AGO,,,20200207,0
Angola,AGO,,,20200208,0
Angola,AGO,,,20200209,0
Angola,AGO,,,20200210,0
Angola,AGO,,,20200211,0
Angola,AGO,,,20200212,0
Angola,AGO,,,20200213,0
Angola,AGO,,,20200214,0
Angola,AGO,,,20200215,0
Angola,AGO,,,20200216,0
Angola,AGO,,,20200217,0
Angola,AGO,,,20200218,0
Angola,AGO,,,20200219,0
Angola,AGO,,,20200220,0
Angola,AGO,,,20200221,0
Angola,AGO,,,20200222,0
Angola,AGO,,,20200223,0
Angola,AGO,,,20200224,0
Angola,AGO,,,20200225,0
Angola,AGO,,,20200226,1
Angola,AGO,,,20200227,1
Angola,AGO,,,20200228,1
Angola,AGO,,,20200229,1
Angola,AGO,,,20200301,1
Angola,AGO,,,20200302,1
Angola,AGO,,,20200303,1
Angola,AGO,,,20200304,1
Angola,AGO,,,20200305,1
Angola,AGO,,,20200306,1
Angola,AGO,,,20200307,1
Angola,AGO,,,20200308,1
Angola,AGO,,,20200309,1
Angola,AGO,,,20200310,1
Angola,AGO,,,20200311,1
Angola,AGO,,,20200312,1
Angola,AGO,,,20200313,1
Angola,AGO,,,20200314,1
Angola,AGO,,,20200315,1
Angola,AGO,,,20200316,1
Angola,AGO,,,20200317,1
Angola,AGO,,,20200318,1
Angola,AGO,,,20200319,1
Angola,AGO,,,20200320,1
Angola,AGO,,,20200321,1
Angola,AGO,,,20200322,1
Angola,AGO,,,20200323,1
Angola,AGO,,,20200324,1
Angola,AGO,,,20200325,1
Angola,AGO,,,20200326,1
Angola,AGO,,,20200327,1
Angola,AGO,,,20200328,1
Angola,AGO,,,20200329,1
Angola,AGO,,,20200330,1
Angola,AGO,,,20200331,1
Angola,AGO,,,20200401,2
Angola,AGO,,,20200402,2
Angola,AGO,,,20200403,2
Angola,AGO,,,20200404,2
Angola,AGO,,,20200405,2
Angola,AGO,,,20200406,2
Angola,AGO,,,20200407,2
Angola,AGO,,,20200408,2
Angola,AGO,,,20200409,2
Angola,AGO,,,20200410,2
Angola,AGO,,,20200411,2
Angola,AGO,,,20200412,2
Angola,AGO,,,20200413,2
Angola,AGO,,,20200414,2
Angola,AGO,,,20200415,2
Angola,AGO,,,20200416,2
Angola,AGO,,,20200417,2
Angola,AGO,,,20200418,2
Angola,AGO,,,20200419,2
Angola,AGO,,,20200420,2
Angola,AGO,,,20200421,2
Angola,AGO,,,20200422,2
Angola,AGO,,,20200423,2
Angola,AGO,,,20200424,2
Angola,AGO,,,20200425,2
Angola,AGO,,,20200426,2
Angola,AGO,,,20200427,2
Angola,AGO,,,20200428,2
Angola,AGO,,,20200429,2
Angola,AGO,,,20200430,2
Angola,AGO,,,20200501,2
Angola,AGO,,,20200502,2
Angola,AGO,,,20200503,2
Angola,AGO,,,20200504,2
Angola,AGO,,,20200505,2
Angola,AGO,,,20200506,2
Angola,AGO,,,20200507,2
Angola,AGO,,,20200508,2
Angola,AGO,,,20200509,2
Angola,AGO,,,20200510,2
Angola,AGO,,,20200511,2
Angola,AGO,,,20200512,2
Angola,AGO,,,20200513,2
Angola,AGO,,,20200514,2
Angola,AGO,,,20200515,2
Angola,AGO,,,20200516,2
Angola,AGO,,,20200517,2
Angola,AGO,,,20200518,2
Angola,AGO,,,20200519,2
Angola,AGO,,,20200520,2
Angola,AGO,,,20200521,2
Angola,AGO,,,20200522,2
Angola,AGO,,,20200523,2
Angola,AGO,,,20200524,2
Angola,AGO,,,20200525,2
Angola,AGO,,,20200526,2
Angola,AGO,,,20200527,2
Angola,AGO,,,20200528,2
Angola,AGO,,,20200529,2
Angola,AGO,,,20200530,2
Angola,AGO,,,20200531,2
Angola,AGO,,,20200601,2
Angola,AGO,,,20200602,2
Angola,AGO,,,20200603,2
Angola,AGO,,,20200604,2
Angola,AGO,,,20200605,2
Angola,AGO,,,20200606,2
Angola,AGO,,,20200607,2
Angola,AGO,,,20200608,2
Angola,AGO,,,20200609,2
Angola,AGO,,,20200610,2
Angola,AGO,,,20200611,2
Angola,AGO,,,20200612,2
Angola,AGO,,,20200613,2
Angola,AGO,,,20200614,2
Angola,AGO,,,20200615,2
Angola,AGO,,,20200616,2
Angola,AGO,,,20200617,2
Angola,AGO,,,20200618,2
Angola,AGO,,,20200619,2
Angola,AGO,,,20200620,2
Angola,AGO,,,20200621,2
Angola,AGO,,,20200622,2
Angola,AGO,,,20200623,2
Angola,AGO,,,20200624,2
Angola,AGO,,,20200625,2
Angola,AGO,,,20200626,2
Angola,AGO,,,20200627,2
Angola,AGO,,,20200628,2
Angola,AGO,,,20200629,2
Angola,AGO,,,20200630,2
Angola,AGO,,,20200701,2
Angola,AGO,,,20200702,2
Angola,AGO,,,20200703,2
Angola,AGO,,,20200704,2
Angola,AGO,,,20200705,2
Angola,AGO,,,20200706,2
Angola,AGO,,,20200707,2
Angola,AGO,,,20200708,2
Angola,AGO,,,20200709,2
Angola,AGO,,,20200710,2
Angola,AGO,,,20200711,2
Angola,AGO,,,20200712,2
Angola,AGO,,,20200713,2
Angola,AGO,,,20200714,2
Angola,AGO,,,20200715,2
Angola,AGO,,,20200716,2
Angola,AGO,,,20200717,2
Angola,AGO,,,20200718,2
Angola,AGO,,,20200719,2
Angola,AGO,,,20200720,2
Angola,AGO,,,20200721,2
Angola,AGO,,,20200722,2
Angola,AGO,,,20200723,2
Angola,AGO,,,20200724,2
Angola,AGO,,,20200725,2
Angola,AGO,,,20200726,2
Angola,AGO,,,20200727,2
Angola,AGO,,,20200728,2
Angola,AGO,,,20200729,2
Angola,AGO,,,20200730,2
Angola,AGO,,,20200731,2
Angola,AGO,,,20200801,2
Angola,AGO,,,20200802,2
Angola,AGO,,,20200803,2
Angola,AGO,,,20200804,2
Angola,AGO,,,20200805,2
Angola,AGO,,,20200806,2
Angola,AGO,,,20200807,2
Angola,AGO,,,20200808,2
Angola,AGO,,,20200809,2
Angola,AGO,,,20200810,2
Angola,AGO,,,20200811,2
Angola,AGO,,,20200812,2
Angola,AGO,,,20200813,2
Angola,AGO,,,20200814,2
Angola,AGO,,,20200815,2
Angola,AGO,,,20200816,2
Angola,AGO,,,20200817,2
Angola,AGO,,,20200818,2
Angola,AGO,,,20200819,2
Angola,AGO,,,20200820,2
Angola,AGO,,,20200821,2
Angola,AGO,,,20200822,2
Angola,AGO,,,20200823,2
Angola,AGO,,,20200824,2
Angola,AGO,,,20200825,2
Angola,AGO,,,20200826,2
